"longitude","latitude","lastlatency","model_path","detection_confidence"
"4.2793666","50.8882573","317.59999990463257","models\unrealsim.pt","0.5"
"4.2793432","50.8882622","217.19999992847443","models\unrealsim.pt","0.5"
"4.2793561","50.8882657","236.5","models\unrealsim.pt","0.5"
"4.2793526","50.8882626","326.5","models\unrealsim.pt","0.5"
"4.2793161","50.8882541","343.7999999523163","models\unrealsim.pt","0.5"
"4.2793201","50.8882557","344.8000000715256","models\unrealsim.pt","0.5"
"4.2794341","50.8883048","344.5","models\unrealsim.pt","0.5"
"4.279361","50.888275","246.69999992847443","models\unrealsim.pt","0.5"
"4.2793644","50.8882627","254.30000007152557","models\unrealsim.pt","0.5"
"4.2793633","50.8882599","208.79999995231628","models\unrealsim.pt","0.5"
"4.2793698","50.8882587","325.2000000476837","models\unrealsim.pt","0.5"
"4.2793701","50.888257","314.09999990463257","models\unrealsim.pt","0.5"
"4.2793709","50.8882575","202.19999992847443","models\unrealsim.pt","0.5"
"4.2793685","50.8882581","209.40000009536743","models\unrealsim.pt","0.5"
"4.2793622","50.8882569","332.0","models\unrealsim.pt","0.5"
"4.2793609","50.8882588","303.39999997615814","models\unrealsim.pt","0.5"
"4.2793706","50.8882582","295.60000002384186","models\unrealsim.pt","0.5"
"4.2793317","50.8882586","234.89999997615814","models\unrealsim.pt","0.5"
"4.2792507","50.8882397","309.5","models\unrealsim.pt","0.5"
"4.2793056","50.8882379","321.7000000476837","models\unrealsim.pt","0.5"
"4.2793212","50.8882461","258.39999997615814","models\unrealsim.pt","0.5"
"4.2793491","50.8882531","260.7999999523163","models\unrealsim.pt","0.5"
"4.2793297","50.8882535","256.2999999523163","models\unrealsim.pt","0.5"
"4.2793197","50.8882505","260.60000002384186","models\unrealsim.pt","0.5"
"4.2793171","50.8882527","304.39999997615814","models\unrealsim.pt","0.5"
"4.2793257","50.8882551","225.80000007152557","models\unrealsim.pt","0.5"
"4.2793298","50.8882548","213.40000009536743","models\unrealsim.pt","0.5"
"4.2793284","50.8882538","216.20000004768372","models\unrealsim.pt","0.5"
"4.2793334","50.8882554","465.90000009536743","models\unrealsim.pt","0.5"
"4.2794127","50.8882827","401.89999997615814","models\unrealsim.pt","0.5"
"4.2794127","50.8882827","1826.3999999761581","models\unrealsim.pt","0.5"
"4.2793674","50.888259","280.60000002384186","models\unrealsim.pt","0.5"
"4.2794207","50.8883094","301.1999999284744","models\unrealsim.pt","0.5"
"4.2793441","50.8882475","221.60000002384186","models\unrealsim.pt","0.5"
"4.2793394","50.8882485","248.0","models\unrealsim.pt","0.5"
"4.2793461","50.888248","236.19999992847443","models\unrealsim.pt","0.5"
"4.2793408","50.8882524","220.60000002384186","models\unrealsim.pt","0.5"
"4.2793361","50.8882528","254.29999995231628","models\unrealsim.pt","0.5"
"4.2793385","50.888253","224.0","models\unrealsim.pt","0.5"
"4.279435","50.8882223","259.0","models\unrealsim.pt","0.5"
"4.2793428","50.88825","218.30000007152557","models\unrealsim.pt","0.5"
"4.2793246","50.8882554","226.39999997615814","models\unrealsim.pt","0.5"
"4.2793246","50.8882554","239.5","models\unrealsim.pt","0.5"
"4.2793276","50.8882562","214.0","models\unrealsim.pt","0.5"
"4.2793231","50.8882561","234.19999992847443","models\unrealsim.pt","0.5"
"4.2793093","50.8882493","432.5","models\unrealsim.pt","0.5"
"4.2793736","50.888259","230.29999995231628","models\unrealsim.pt","0.5"
"4.2793795","50.8882571","272.7999999523163","models\unrealsim.pt","0.5"
"4.2793523","50.8882495","265.7000000476837","models\unrealsim.pt","0.5"
